year,variable,material,application,level,value
2035,Total POM,PVC,Other,High,1207.59555
2036,Total POM,PVC,Other,High,1209.231531
2037,Total POM,PVC,Other,High,1210.79056
2038,Total POM,PVC,Other,High,1212.282122
2039,Total POM,PVC,Other,High,1213.711726
2040,Total POM,PVC,Other,High,1215.07297
2041,Total POM,PVC,Other,High,1216.358157
2042,Total POM,PVC,Other,High,1217.566981
2014,Total POM,HDPE,Film,High,92266.29347
2015,Total POM,HDPE,Film,High,93927.05683
2016,Total POM,HDPE,Film,High,93927.05683
2017,Total POM,HDPE,Film,High,93927.05683
2018,Total POM,HDPE,Film,High,61997.84761
2019,Total POM,HDPE,Film,High,25930.06993
2020,Total POM,HDPE,Film,High,22104.79698
2021,Total POM,HDPE,Film,High,18129.68004
2022,Total POM,HDPE,Film,High,20497.35704
2023,Total POM,HDPE,Film,High,22211.00602
2024,Total POM,HDPE,Film,High,22346.05138
2025,Total POM,HDPE,Film,High,22455.93835
2026,Total POM,HDPE,Film,High,22540.28521
2027,Total POM,HDPE,Film,High,22598.54067
2028,Total POM,HDPE,Film,High,22653.31994
2029,Total POM,HDPE,Film,High,22704.60577
2030,Total POM,HDPE,Film,High,22752.45494
2031,Total POM,HDPE,Film,High,22796.9878
2032,Total POM,HDPE,Film,High,22838.24698
2033,Total POM,HDPE,Film,High,22876.34977
2034,Total POM,HDPE,Film,High,22911.50831
2035,Total POM,HDPE,Film,High,22944.31546
2036,Total POM,HDPE,Film,High,22975.39909
2037,Total POM,HDPE,Film,High,23005.02064
2038,Total POM,HDPE,Film,High,23033.36032
2039,Total POM,HDPE,Film,High,23060.52279
2040,Total POM,HDPE,Film,High,23086.38643
2041,Total POM,HDPE,Film,High,23110.80499
2042,Total POM,HDPE,Film,High,23133.77265
2014,Total POM,PET,Film,High,29186.27651
2015,Total POM,PET,Film,High,29711.62002
2016,Total POM,PET,Film,High,29711.62002
2017,Total POM,PET,Film,High,29711.62002
2018,Total POM,PET,Film,High,38113.43091
2019,Total POM,PET,Film,High,47538.46154
2020,Total POM,PET,Film,High,44762.21389
2021,Total POM,PET,Film,High,41924.88508
2022,Total POM,PET,Film,High,35600.67275
2023,Total POM,PET,Film,High,38577.01045
2024,Total POM,PET,Film,High,38811.56292
2025,Total POM,PET,Film,High,39002.41925
2026,Total POM,PET,Film,High,39148.91642
2027,Total POM,PET,Film,High,39250.09696
2028,Total POM,PET,Film,High,39345.23989
2029,Total POM,PET,Film,High,39434.31529
2030,Total POM,PET,Film,High,39517.42174
2031,Total POM,PET,Film,High,39594.76828
2032,Total POM,PET,Film,High,39666.42896
2033,Total POM,PET,Film,High,39732.6075
2034,Total POM,PET,Film,High,39793.67233
2035,Total POM,PET,Film,High,39850.65317
2036,Total POM,PET,Film,High,39904.64052
2037,Total POM,PET,Film,High,39956.08848
2038,Total POM,PET,Film,High,40005.31003
2039,Total POM,PET,Film,High,40052.48695
2040,Total POM,PET,Film,High,40097.40801
2041,Total POM,PET,Film,High,40139.81919
2042,Total POM,PET,Film,High,40179.71039
2014,Total POM,PS,Bottle,High,0.0
2015,Total POM,PS,Bottle,High,0.0
2016,Total POM,PS,Bottle,High,0.0
2017,Total POM,PS,Bottle,High,0.0
2018,Total POM,PS,Bottle,High,0.0
2019,Total POM,PS,Bottle,High,0.0
2020,Total POM,PS,Bottle,High,0.0
2021,Total POM,PS,Bottle,High,0.0
2022,Total POM,PS,Bottle,High,0.0
2023,Total POM,PS,Bottle,High,0.0
2024,Total POM,PS,Bottle,High,0.0
2025,Total POM,PS,Bottle,High,0.0
2026,Total POM,PS,Bottle,High,0.0
2027,Total POM,PS,Bottle,High,0.0
2028,Total POM,PS,Bottle,High,0.0
2029,Total POM,PS,Bottle,High,0.0
2030,Total POM,PS,Bottle,High,0.0
2031,Total POM,PS,Bottle,High,0.0
2032,Total POM,PS,Bottle,High,0.0
2033,Total POM,PS,Bottle,High,0.0
2034,Total POM,PS,Bottle,High,0.0
2035,Total POM,PS,Bottle,High,0.0
2036,Total POM,PS,Bottle,High,0.0
2037,Total POM,PS,Bottle,High,0.0
2038,Total POM,PS,Bottle,High,0.0
2039,Total POM,PS,Bottle,High,0.0
2040,Total POM,PS,Bottle,High,0.0
2041,Total POM,PS,Bottle,High,0.0
2042,Total POM,PS,Bottle,High,0.0
2014,Total POM,LDPE,Film,High,342703.3757
2015,Total POM,LDPE,Film,High,348871.9254
2016,Total POM,LDPE,Film,High,348871.9254
2017,Total POM,LDPE,Film,High,348871.9254
2018,Total POM,LDPE,Film,High,353184.4598
2019,Total POM,LDPE,Film,High,357618.8811
2020,Total POM,LDPE,Film,High,351466.272
2021,Total POM,LDPE,Film,High,345597.0257
2022,Total POM,LDPE,Film,High,330115.3292
2023,Total POM,LDPE,Film,High,357714.0969
2024,Total POM,LDPE,Film,High,359889.038
2025,Total POM,LDPE,Film,High,361658.7967
2026,Total POM,LDPE,Film,High,363017.225
2027,Total POM,LDPE,Film,High,363955.4445
2028,Total POM,LDPE,Film,High,364837.679
2029,Total POM,LDPE,Film,High,365663.6508
2030,Total POM,LDPE,Film,High,366434.2743
2031,Total POM,LDPE,Film,High,367151.4877
2032,Total POM,LDPE,Film,High,367815.9776
2033,Total POM,LDPE,Film,High,368429.6332
2034,Total POM,LDPE,Film,High,368995.8707
2035,Total POM,LDPE,Film,High,369524.2385
2036,Total POM,LDPE,Film,High,370024.8484
2037,Total POM,LDPE,Film,High,370501.9114
2038,Total POM,LDPE,Film,High,370958.3294
2039,Total POM,LDPE,Film,High,371395.7881
2040,Total POM,LDPE,Film,High,371812.3288
2041,Total POM,LDPE,Film,High,372205.5962
2042,Total POM,LDPE,Film,High,372575.4963
2014,Total POM,PVC,PTT,High,12239.40628
2015,Total POM,PVC,PTT,High,12459.711619999998
2016,Total POM,PVC,PTT,High,12459.71162
2017,Total POM,PVC,PTT,High,12459.71162
2018,Total POM,PVC,PTT,High,8639.044339
2019,Total POM,PVC,PTT,High,4321.678322
2020,Total POM,PVC,PTT,High,4973.579321
2021,Total POM,PVC,PTT,High,5665.525011
2022,Total POM,PVC,PTT,High,0.0
2023,Total POM,PVC,PTT,High,0.0
2024,Total POM,PVC,PTT,High,0.0
2025,Total POM,PVC,PTT,High,0.0
2026,Total POM,PVC,PTT,High,0.0
2027,Total POM,PVC,PTT,High,0.0
2028,Total POM,PVC,PTT,High,0.0
2029,Total POM,PVC,PTT,High,0.0
2030,Total POM,PVC,PTT,High,0.0
2031,Total POM,PVC,PTT,High,0.0
2032,Total POM,PVC,PTT,High,0.0
2033,Total POM,PVC,PTT,High,0.0
2034,Total POM,PVC,PTT,High,0.0
2035,Total POM,PVC,PTT,High,0.0
2036,Total POM,PVC,PTT,High,0.0
2037,Total POM,PVC,PTT,High,0.0
2038,Total POM,PVC,PTT,High,0.0
2039,Total POM,PVC,PTT,High,0.0
2040,Total POM,PVC,PTT,High,0.0
2041,Total POM,PVC,PTT,High,0.0
2042,Total POM,PVC,PTT,High,0.0
2014,Total POM,PVC,Bottle,High,0.0
2015,Total POM,PVC,Bottle,High,0.0
2016,Total POM,PVC,Bottle,High,0.0
2017,Total POM,PVC,Bottle,High,0.0
2018,Total POM,PVC,Bottle,High,0.0
2019,Total POM,PVC,Bottle,High,0.0
2020,Total POM,PVC,Bottle,High,552.6199246
2021,Total POM,PVC,Bottle,High,1133.105002
2022,Total POM,PVC,Bottle,High,0.0
2023,Total POM,PVC,Bottle,High,0.0
2024,Total POM,PVC,Bottle,High,0.0
2025,Total POM,PVC,Bottle,High,0.0
2026,Total POM,PVC,Bottle,High,0.0
2027,Total POM,PVC,Bottle,High,0.0
2028,Total POM,PVC,Bottle,High,0.0
2029,Total POM,PVC,Bottle,High,0.0
2030,Total POM,PVC,Bottle,High,0.0
2031,Total POM,PVC,Bottle,High,0.0
2032,Total POM,PVC,Bottle,High,0.0
2033,Total POM,PVC,Bottle,High,0.0
2034,Total POM,PVC,Bottle,High,0.0
2035,Total POM,PVC,Bottle,High,0.0
2036,Total POM,PVC,Bottle,High,0.0
2037,Total POM,PVC,Bottle,High,0.0
2038,Total POM,PVC,Bottle,High,0.0
2039,Total POM,PVC,Bottle,High,0.0
2040,Total POM,PVC,Bottle,High,0.0
2041,Total POM,PVC,Bottle,High,0.0
2042,Total POM,PVC,Bottle,High,0.0
2014,sent for sorting,PET,PTT,High,77819.29656
2015,sent for sorting,PET,PTT,High,75338.61208608
2016,sent for sorting,PET,PTT,High,81111.48175201306
2017,sent for sorting,PET,PTT,High,83334.79892613286
2018,sent for sorting,PET,PTT,High,78472.24669757363
2019,sent for sorting,PET,PTT,High,79230.94817748277
2020,sent for sorting,PET,PTT,High,96211.78628794265
2021,sent for sorting,PET,PTT,High,100801.56355943545
2022,sent for sorting,PET,PTT,High,110230.4176004016
2023,sent for sorting,PET,PTT,High,119016.40665266458
2024,sent for sorting,PET,PTT,High,118796.9652433317
2025,sent for sorting,PET,PTT,High,158072.1774502441
2026,sent for sorting,PET,PTT,High,171287.1790381327
2027,sent for sorting,PET,PTT,High,172330.01168843036
2028,sent for sorting,PET,PTT,High,173177.89433777085
2029,sent for sorting,PET,PTT,High,173828.383082278
2030,sent for sorting,PET,PTT,High,174277.65772479834
2031,sent for sorting,PET,PTT,High,174700.1182026896
2032,sent for sorting,PET,PTT,High,175095.63137095355
2033,sent for sorting,PET,PTT,High,175464.64130215513
2034,sent for sorting,PET,PTT,High,175808.07612520744
2035,sent for sorting,PET,PTT,High,176126.26464379142
2036,sent for sorting,PET,PTT,High,176420.11140485818
2037,sent for sorting,PET,PTT,High,176691.25227484785
2038,sent for sorting,PET,PTT,High,176944.25917848805
2039,sent for sorting,PET,PTT,High,177183.97418301605
2040,sent for sorting,PET,PTT,High,177412.41350388931
2041,sent for sorting,PET,PTT,High,177630.9671160572
2042,sent for sorting,PET,PTT,High,177840.4420303322
2014,sent for sorting,PE,Bottle,High,408.322812
2015,sent for sorting,PE,Bottle,High,422.83833790799997
2016,sent for sorting,PE,Bottle,High,479.7948988585898
2017,sent for sorting,PE,Bottle,High,493.10345784174564
2018,sent for sorting,PE,Bottle,High,464.3333952415547
2019,sent for sorting,PE,Bottle,High,468.82188996596483
2020,sent for sorting,PE,Bottle,High,569.3008356166287
2021,sent for sorting,PE,Bottle,High,879.0741080341734
2022,sent for sorting,PE,Bottle,High,1259.7567448802856
2023,sent for sorting,PE,Bottle,High,6631.228712899519
2024,sent for sorting,PE,Bottle,High,12165.569068604455
2025,sent for sorting,PE,Bottle,High,681.5661351421668
2026,sent for sorting,PE,Bottle,High,738.7266677321741
2027,sent for sorting,PE,Bottle,High,742.8021198516171
2028,sent for sorting,PE,Bottle,High,746.4567952849337
2029,sent for sorting,PE,Bottle,High,749.2606125007059
2030,sent for sorting,PE,Bottle,High,751.1971421963163
2031,sent for sorting,PE,Bottle,High,753.0180931099005
2032,sent for sorting,PE,Bottle,High,754.7228918290656
2033,sent for sorting,PE,Bottle,High,756.3134531350428
2034,sent for sorting,PE,Bottle,High,757.7937760173052
2035,sent for sorting,PE,Bottle,High,759.1652790186837
2036,sent for sorting,PE,Bottle,High,760.4318602443607
2037,sent for sorting,PE,Bottle,High,761.600571695335
2038,sent for sorting,PE,Bottle,High,762.6911186784989
2039,sent for sorting,PE,Bottle,High,763.7243737290482
2040,sent for sorting,PE,Bottle,High,764.7090264984455
2041,sent for sorting,PE,Bottle,High,765.6510680430539
2042,sent for sorting,PE,Bottle,High,766.5539779155512
2014,littering,PE,Bottle,High,37.65972
2015,littering,PE,Bottle,High,37.4337533
2016,littering,PE,Bottle,High,38.11300912995329
2017,littering,PE,Bottle,High,38.10889616122027
2018,littering,PE,Bottle,High,38.10892083903268
2019,littering,PE,Bottle,High,60.7528359149658
2020,littering,PE,Bottle,High,86.0690494245102
2021,littering,PE,Bottle,High,419.4747285034529
2022,littering,PE,Bottle,High,767.994553228979
2023,littering,PE,Bottle,High,38.54436328062613
2024,littering,PE,Bottle,High,46.528746500316245
2025,littering,PE,Bottle,High,46.765146200998096
2026,littering,PE,Bottle,High,46.995068802794016
2027,littering,PE,Bottle,High,47.17126162718324
2028,littering,PE,Bottle,High,47.292847550236914
2029,littering,PE,Bottle,High,47.40744279469858
2030,littering,PE,Bottle,High,47.514725383231806
2031,littering,PE,Bottle,High,47.61481680770062
2032,littering,PE,Bottle,High,47.70796961915379
2033,littering,PE,Bottle,High,47.79427214228508
2034,littering,PE,Bottle,High,47.873970727146286
2035,littering,PE,Bottle,High,47.94751053563712
2036,littering,PE,Bottle,High,48.01613693678619
2037,littering,PE,Bottle,High,48.081164418379274
2038,littering,PE,Bottle,High,48.143135413489716
2039,littering,PE,Bottle,High,48.20242606751906
2040,littering,PE,Bottle,High,48.25925448359489
2041,littering,PE,Bottle,High,48.31336327309843
2042,littering,PE,Bottle,High,48.36444610036139
2014,Mechanical recycling,PE,Bottle,High,142.0
2015,Mechanical recycling,PE,Bottle,High,142.396488
2016,Mechanical recycling,PE,Bottle,High,135.23284042909202
2017,Mechanical recycling,PE,Bottle,High,124.6003100613778
2018,Mechanical recycling,PE,Bottle,High,148.75609023701605
2019,Mechanical recycling,PE,Bottle,High,164.22662732381986
2020,Mechanical recycling,PE,Bottle,High,172.75477536622518
2021,Mechanical recycling,PE,Bottle,High,159.12752589224777
2022,Mechanical recycling,PE,Bottle,High,270.2482452688849
2023,Mechanical recycling,PE,Bottle,High,452.9739951105701
2024,Mechanical recycling,PE,Bottle,High,542.7271410725798
2025,Mechanical recycling,PE,Bottle,High,2856.8593228626582
2026,Mechanical recycling,PE,Bottle,High,5241.158300567103
2027,Mechanical recycling,PE,Bottle,High,293.63164077581314
2028,Mechanical recycling,PE,Bottle,High,318.2574842657075
2029,Mechanical recycling,PE,Bottle,High,320.01326647235385
2030,Mechanical recycling,PE,Bottle,High,321.58777008785984
2031,Mechanical recycling,PE,Bottle,High,322.7957078169416
2032,Mechanical recycling,PE,Bottle,High,323.6300016038748
2033,Mechanical recycling,PE,Bottle,High,324.41450185551423
2034,Mechanical recycling,PE,Bottle,High,325.1489615349062
2035,Mechanical recycling,PE,Bottle,High,325.83420556618603
2036,Mechanical recycling,PE,Bottle,High,326.4719567899994
2037,Mechanical recycling,PE,Bottle,High,327.0628263415503
2038,Mechanical recycling,PE,Bottle,High,327.6084935986152
2039,Mechanical recycling,PE,Bottle,High,328.11199669721253
2040,Mechanical recycling,PE,Bottle,High,328.58182505795224
2041,Mechanical recycling,PE,Bottle,High,329.02697096557483
2042,Mechanical recycling,PE,Bottle,High,329.4511780870338
2014,Mechanical recycling,PET,PTT,High,30000.0
2015,Mechanical recycling,PET,PTT,High,20057.6633194
2016,Mechanical recycling,PET,PTT,High,25773.028468503442
2017,Mechanical recycling,PET,PTT,High,22200.4483841359
2018,Mechanical recycling,PET,PTT,High,25147.852573752694
2019,Mechanical recycling,PET,PTT,High,27754.393527753917
2020,Mechanical recycling,PET,PTT,High,29195.544060898348
2021,Mechanical recycling,PET,PTT,High,26892.581503507656
2022,Mechanical recycling,PET,PTT,High,45671.9733636928
2023,Mechanical recycling,PET,PTT,High,51941.49628134362
2024,Mechanical recycling,PET,PTT,High,47489.378231892995
2025,Mechanical recycling,PET,PTT,High,51274.55083966391
2026,Mechanical recycling,PET,PTT,High,51180.011271417636
2027,Mechanical recycling,PET,PTT,High,68100.52602800084
2028,Mechanical recycling,PET,PTT,High,73793.8021890087
2029,Mechanical recycling,PET,PTT,High,74243.07449732997
2030,Mechanical recycling,PET,PTT,High,74608.35860590299
2031,Mechanical recycling,PET,PTT,High,74888.60163406126
2032,Mechanical recycling,PET,PTT,High,75082.15776759594
2033,Mechanical recycling,PET,PTT,High,75264.16184468592
2034,Mechanical recycling,PET,PTT,High,75434.55650391211
2035,Mechanical recycling,PET,PTT,High,75593.53306025325
2036,Mechanical recycling,PET,PTT,High,75741.49136944753
2037,Mechanical recycling,PET,PTT,High,75878.57308642748
2038,Mechanical recycling,PET,PTT,High,76005.16790736976
2039,Mechanical recycling,PET,PTT,High,76121.98059491433
2040,Mechanical recycling,PET,PTT,High,76230.98082192795
2041,Mechanical recycling,PET,PTT,High,76334.25464385212
2042,Mechanical recycling,PET,PTT,High,76432.67068497893
2014,littering,PET,PTT,High,6364.479045327999
2015,littering,PET,PTT,High,6326.306730268294
2016,littering,PET,PTT,High,6441.094003025215
2017,littering,PET,PTT,High,6440.404300099804
2018,littering,PET,PTT,High,6440.406499823137
2019,littering,PET,PTT,High,6953.903259785445
2020,littering,PET,PTT,High,7521.214534177196
2021,littering,PET,PTT,High,7492.60773436889
2022,littering,PET,PTT,High,7478.862132381558
2023,littering,PET,PTT,High,9966.468509900988
2024,littering,PET,PTT,High,10788.524832933661
2025,littering,PET,PTT,High,10849.55148689977
2026,littering,PET,PTT,High,10902.856442330012
2027,littering,PET,PTT,High,10943.733399100835
2028,littering,PET,PTT,High,10971.941331044552
2029,littering,PET,PTT,High,10998.527433149255
2030,littering,PET,PTT,High,11023.416998122859
2031,littering,PET,PTT,High,11046.638202212027
2032,littering,PET,PTT,High,11068.249660363366
2033,littering,PET,PTT,High,11088.27184488812
2034,littering,PET,PTT,High,11106.761920956495
2035,littering,PET,PTT,High,11123.823153584606
2036,littering,PET,PTT,High,11139.744487202937
2037,littering,PET,PTT,High,11154.830860164739
2038,littering,PET,PTT,High,11169.208130846106
2039,littering,PET,PTT,High,11182.96356810199
2040,littering,PET,PTT,High,11196.14775632215
2041,littering,PET,PTT,High,11208.700995995227
2042,littering,PET,PTT,High,11220.552217313598
2014,Total POM,PE,PTT,High,11297.9
2015,Total POM,PE,PTT,High,11297.91349
2016,Total POM,PE,PTT,High,11501.27226
2017,Total POM,PE,PTT,High,11501.27226
2018,Total POM,PE,PTT,High,11501.27226
2019,Total POM,PE,PTT,High,8130.86526
2020,Total POM,PE,PTT,High,4321.678322
2021,Total POM,PE,PTT,High,4973.579321
2022,Total POM,PE,PTT,High,5665.525011
2023,Total POM,PE,PTT,High,2157.6165310000006
2024,Total POM,PE,PTT,High,2338.0006330000006
2025,Total POM,PE,PTT,High,2352.215935
2026,Total POM,PE,PTT,High,2363.782985
2027,Total POM,PE,PTT,High,2372.661601
2028,Total POM,PE,PTT,High,2378.793755
2029,Total POM,PE,PTT,High,2384.559994
2030,Total POM,PE,PTT,High,2389.958502
2031,Total POM,PE,PTT,High,2394.995257
2032,Total POM,PE,PTT,High,2399.682926
2033,Total POM,PE,PTT,High,2404.025998
2034,Total POM,PE,PTT,High,2408.036818
2035,Total POM,PE,PTT,High,2411.737717
2036,Total POM,PE,PTT,High,2415.191101
2037,Total POM,PE,PTT,High,2418.463062
2038,Total POM,PE,PTT,High,2421.58112
2039,Total POM,PE,PTT,High,2424.564245
2040,Total POM,PE,PTT,High,2427.423452
2041,Total POM,PE,PTT,High,2430.14594
2042,Total POM,PE,PTT,High,2432.716315
2014,Total POM,PP,Other,High,74377.9
2015,Total POM,PP,Other,High,74377.93045
2016,Total POM,PP,Other,High,75716.70908
2017,Total POM,PP,Other,High,75716.70908
2018,Total POM,PP,Other,High,75716.70908
2019,Total POM,PP,Other,High,80800.47353
2020,Total POM,PP,Other,High,86433.56643
2021,Total POM,PP,Other,High,100576.8263
2022,Total POM,PP,Other,High,115576.7102
2023,Total POM,PP,Other,High,52861.605
2024,Total POM,PP,Other,High,57281.01551
2025,Total POM,PP,Other,High,57629.2904
2026,Total POM,PP,Other,High,57912.68312
2027,Total POM,PP,Other,High,58130.20923
2028,Total POM,PP,Other,High,58280.447
2029,Total POM,PP,Other,High,58421.71984
2030,Total POM,PP,Other,High,58553.9833
2031,Total POM,PP,Other,High,58677.3838
2032,Total POM,PP,Other,High,58792.23168
2033,Total POM,PP,Other,High,58898.63694
2034,Total POM,PP,Other,High,58996.90205
2035,Total POM,PP,Other,High,59087.57407
2036,Total POM,PP,Other,High,59172.18197
2037,Total POM,PP,Other,High,59252.34501
2038,Total POM,PP,Other,High,59328.73744
2039,Total POM,PP,Other,High,59401.82399
2040,Total POM,PP,Other,High,59471.87457
2041,Total POM,PP,Other,High,59538.57552
